experience_level,work_year,employment_type,company_size,company_location,job_title,salary_in_usd
2,2023,3,0,20,6,0.14525432263053312
0,2022,3,2,38,1,0.6628213312712985
2,2023,3,2,54,69,0.20555760360376563
3,2023,3,1,70,18,0.40634075725833285
3,2023,3,1,70,18,0.2791120062580361
3,2023,3,1,70,33,0.49423199690694775
3,2023,3,1,70,33,0.3818391073307139
3,2023,3,1,70,33,0.4043176852459607
3,2023,3,1,70,33,0.30316408462735017
3,2023,3,1,25,47,0.09701079870883049
3,2023,3,1,25,47,0.07530098815828516
3,2023,3,1,70,47,0.22448906192398646
3,2023,3,1,70,47,0.14581403922062275
0,2023,3,1,70,69,0.3553053939595566
0,2023,3,1,70,69,0.3163927277304729
3,2023,3,1,70,33,0.4762491345747503
3,2023,3,1,70,33,0.4043176852459607
3,2023,3,2,70,25,0.44432955393509993
3,2023,3,2,70,25,0.22291556146991917
3,2023,3,1,70,25,0.31440337358497356
3,2023,3,1,70,25,0.13457475026299937
3,2023,3,1,70,33,0.3593605294154671
3,2023,3,1,70,33,0.28585557963261016
3,2023,3,1,70,33,0.3912126743213718
3,2023,3,1,70,33,0.2004369835546724
3,2023,3,1,70,4,0.33126230702140863
3,2023,3,1,70,4,0.25022703363694404
3,2023,3,1,70,33,0.544359225657948
3,2023,3,1,70,33,0.2892273663198972
3,2023,3,1,70,88,0.44477912549340487
3,2023,3,1,70,88,0.28742908008667745
0,2023,3,2,70,89,0.48299270794932436
0,2022,3,0,14,69,0.1155488819155345
3,2023,3,1,70,47,0.32564266254259694
3,2023,3,1,70,47,0.25820692879685664
3,2023,3,1,70,4,0.6398931817977468
3,2023,3,1,70,4,0.4695055612001763
3,2023,3,1,70,4,0.3926737818858628
3,2023,3,1,70,4,0.31184081570263544
3,2023,3,1,70,69,0.625057320373684
3,2023,3,1,70,69,0.4128595448537544
3,2023,3,1,70,4,0.6398931817977468
3,2023,3,1,70,4,0.4699551327584812
3,2023,3,1,70,33,0.40634075725833285
3,2023,3,1,70,33,0.2791120062580361
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
2,2023,3,1,70,29,0.3368819515002203
2,2023,3,1,70,29,0.30316408462735017
3,2023,3,1,70,33,0.35216738448258816
3,2023,3,1,70,33,0.3067606570937897
3,2023,3,2,70,69,0.7579057158527924
3,2023,3,2,70,69,0.384311750901391
2,2023,3,1,70,33,0.21324977296636308
2,2023,3,1,70,33,0.14581403922062275
0,2023,3,1,70,33,0.17953190609349293
0,2023,3,1,70,33,0.13457475026299937
3,2023,3,1,70,47,0.3004306895528562
3,2023,3,1,70,47,0.17564311211415523
0,2023,3,1,70,25,0.15705332817824613
0,2023,3,1,70,25,0.14581403922062275
3,2023,3,1,70,25,0.44815091218069186
3,2023,3,1,70,25,0.30069144105667306
3,2023,3,1,70,69,0.7039571288562001
3,2023,3,1,70,69,0.4654594171754319
3,2023,3,1,70,33,0.2020104840087397
3,2023,3,1,70,33,0.15705332817824613
3,2023,3,1,70,47,0.42679626316120745
3,2023,3,1,70,47,0.3481212404578437
3,2023,3,1,70,4,0.5054712858645711
3,2023,3,1,70,4,0.31035722956022915
2,2023,3,1,70,33,0.21324977296636308
2,2023,3,1,70,33,0.14581403922062275
2,2023,3,2,70,17,0.22448906192398646
2,2023,3,2,38,5,0.03492721436471044
2,2023,3,1,28,25,0.0922655709109219
2,2023,3,1,28,25,0.08407212926081445
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.24696763983923323
3,2023,3,1,70,25,0.367003245906651
3,2023,3,1,70,25,0.2249386334822914
3,2023,3,2,70,8,0.6839511945116306
3,2023,3,2,70,8,0.34609816844547153
3,2023,3,1,70,69,0.41555697420358406
3,2023,3,1,70,69,0.32564266254259694
2,2023,3,1,70,33,0.3537408849366554
2,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,70,4,0.32564266254259694
3,2023,3,1,70,4,0.25820692879685664
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.25820692879685664
3,2023,3,2,70,8,0.48793799509067864
3,2023,3,2,70,8,0.2941726534612515
3,2023,3,1,13,25,0.11138809714342232
3,2023,3,1,13,25,0.08407212926081445
3,2023,3,1,70,33,0.5301977215713426
3,2023,3,1,70,33,0.3368819515002203
3,2023,3,1,70,33,0.48299270794932436
3,2023,3,1,70,33,0.41555697420358406
2,2023,3,1,28,47,0.1387040650260302
2,2023,3,1,28,47,0.11138809714342232
1,2020,3,1,12,91,0.022181860686765514
2,2023,3,1,28,55,0.17968026470773354
2,2023,3,1,28,55,0.1182170891140743
0,2023,3,1,70,25,0.17953190609349293
0,2023,3,1,70,25,0.15705332817824613
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,33,0.30316408462735017
2,2023,3,1,70,69,0.6628213312712985
2,2023,3,1,70,69,0.5504284416950647
3,2023,3,1,70,47,0.5009755702815217
3,2023,3,1,70,47,0.4065655430374853
3,2023,3,1,70,47,0.41555697420358406
3,2023,3,1,70,47,0.37059981837309053
2,2023,3,1,70,88,0.5054712858645711
2,2023,3,1,70,88,0.43803555211883083
3,2023,3,1,70,31,0.3930783962883373
3,2023,3,1,70,31,0.24696763983923323
3,2023,3,1,70,31,0.43803555211883083
3,2023,3,1,70,31,0.24696763983923323
3,2023,3,0,27,32,0.10907055576036039
1,2023,3,1,70,33,0.48299270794932436
1,2023,3,1,70,33,0.4492748410764542
2,2023,3,1,70,33,0.3930783962883373
2,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,70,33,0.43803555211883083
3,2023,3,1,70,33,0.32564266254259694
3,2023,3,1,70,23,0.471753418991701
3,2023,3,1,70,23,0.37059981837309053
3,2023,3,1,70,69,0.544808797216253
3,2023,3,1,70,69,0.3755451055144448
3,2023,3,1,12,47,0.49198413911542305
3,2023,3,1,12,47,0.38408696512223856
3,2023,3,1,70,25,0.25820692879685664
3,2023,3,1,70,25,0.15705332817824613
0,2023,3,2,38,33,0.026727029141228414
3,2023,3,1,26,5,0.14203314241527826
2,2023,3,1,26,1,0.15709828533407663
3,2023,3,1,70,25,0.30316408462735017
3,2023,3,1,70,25,0.25820692879685664
3,2023,3,1,70,33,0.27618979112905406
3,2023,3,1,70,33,0.17166440382315654
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.24696763983923323
3,2023,3,1,70,33,0.4043176852459607
3,2023,3,1,70,33,0.30316408462735017
1,2023,3,1,70,58,0.7291331361212765
1,2023,3,1,70,58,0.5944864544089483
3,2023,3,1,70,41,0.21324977296636308
3,2023,3,1,70,41,0.16829261713586952
3,2023,3,1,70,47,0.5504284416950647
3,2023,3,1,70,47,0.3537408849366554
2,2023,3,1,70,1,0.43803555211883083
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.21324977296636308
1,2023,3,1,70,33,0.31440337358497356
1,2023,3,1,70,33,0.24696763983923323
3,2023,3,1,70,47,0.44590305438916716
3,2023,3,1,70,47,0.33013837812564634
3,2023,3,2,70,47,0.5257020059882932
3,2023,3,2,70,47,0.2647257163922782
3,2023,3,1,70,47,0.5212062904052439
3,2023,3,1,70,47,0.31440337358497356
3,2023,3,1,70,45,0.4195244432056251
3,2023,3,1,70,45,0.29020743231700197
3,2023,3,1,70,4,0.41555697420358406
3,2023,3,1,70,4,0.24022406646465919
3,2022,3,2,28,47,0.18685093106269726
0,2023,3,1,70,33,0.17953190609349293
0,2023,3,1,70,33,0.13457475026299937
3,2023,3,1,70,25,0.2919247956697268
3,2023,3,1,70,25,0.2256129908197488
3,2023,3,1,70,88,0.6470863267306258
3,2023,3,1,70,88,0.4043176852459607
3,2023,3,1,70,25,0.16829261713586952
3,2023,3,1,70,25,0.14581403922062275
3,2023,3,1,70,33,0.48299270794932436
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,47,0.31440337358497356
3,2023,3,1,70,25,0.43803555211883083
3,2023,3,1,70,25,0.32227087585530995
3,2023,3,1,25,47,0.09701079870883049
3,2023,3,1,25,47,0.07530098815828516
3,2023,3,2,70,33,0.5290737926755802
3,2023,3,2,70,33,0.26652400262549797
3,2023,3,1,70,4,0.3321614501380185
3,2023,3,1,70,4,0.25168814120143507
3,2023,3,1,70,4,0.3773433917476645
3,2023,3,1,70,4,0.24247192425618389
3,2023,3,2,70,8,0.5729070196103114
3,2023,3,2,70,8,0.2941726534612515
1,2023,3,1,70,33,0.3818391073307139
1,2023,3,1,70,33,0.23572835088160984
3,2023,3,2,70,8,0.5729070196103114
3,2023,3,2,70,8,0.2941726534612515
3,2023,3,1,70,89,0.2806855067121034
3,2023,3,1,70,89,0.23572835088160984
3,2023,3,1,70,8,0.4492748410764542
3,2023,3,1,70,8,0.402069827454436
3,2023,3,1,70,25,0.32451873364683465
3,2023,3,1,70,25,0.27411052267189373
3,2023,3,1,70,47,0.42679626316120745
3,2023,3,1,70,47,0.3481212404578437
3,2023,3,1,70,33,0.4819474540762654
3,2023,3,1,70,33,0.31690973502252356
3,2023,3,1,70,47,0.37059981837309053
3,2023,3,1,70,47,0.2919247956697268
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,47,0.31440337358497356
3,2023,3,1,70,47,0.43578769432730613
3,2023,3,1,70,47,0.3526169560408931
3,2023,3,2,70,8,0.48793799509067864
3,2023,3,2,70,8,0.2941726534612515
1,2023,3,1,70,4,0.48524056574084906
1,2023,3,1,70,4,0.332386235917171
3,2023,3,1,70,25,0.40881340082901
3,2023,3,1,70,25,0.27618979112905406
3,2023,3,1,70,89,0.4605141300340776
3,2023,3,1,70,89,0.2941726534612515
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,47,0.21324977296636308
3,2023,3,1,70,33,0.3908305384968126
3,2023,3,1,70,33,0.23348049309008517
3,2023,3,1,70,47,0.5391891527374413
3,2023,3,1,70,47,0.3930783962883373
3,2023,3,1,70,25,0.3076598002103995
3,2023,3,1,70,25,0.15705332817824613
3,2023,3,1,70,37,0.4353381227690012
3,2023,3,1,70,37,0.2249386334822914
3,2023,3,1,70,25,0.26944621775448
3,2023,3,1,70,25,0.24022406646465919
3,2023,3,1,70,47,0.4605141300340776
3,2023,3,1,70,47,0.3368819515002203
3,2023,3,1,70,37,0.24696763983923323
3,2023,3,1,70,37,0.1817797638850176
3,2023,3,1,70,47,0.3593605294154671
3,2023,3,1,70,47,0.30316408462735017
3,2023,3,1,70,25,0.30091622683582553
3,2023,3,1,70,25,0.22673691971551113
0,2023,3,2,12,25,0.0798686351906633
3,2022,3,0,12,1,0.6066248864831816
3,2023,1,0,69,73,0.10085688339012921
2,2023,3,1,70,69,0.6194376758948723
2,2023,3,1,70,69,0.3266541985487831
0,2023,3,2,12,47,0.10479737809867197
3,2023,3,1,70,31,0.5515523705908271
3,2023,3,1,70,31,0.3469973115620814
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.24696763983923323
3,2023,3,1,70,25,0.30316408462735017
3,2023,3,1,70,25,0.25820692879685664
0,2023,3,1,70,47,0.2806877545698949
0,2023,3,1,70,47,0.1501007040290603
2,2023,3,1,70,47,0.19957830187831
2,2023,3,1,70,47,0.10526718037710063
3,2023,3,1,12,25,0.3818391073307139
3,2023,3,1,12,25,0.2919247956697268
0,2023,3,1,70,33,0.17953190609349293
0,2023,3,1,70,33,0.13457475026299937
3,2023,3,1,70,69,0.5661634462357374
3,2023,3,1,70,69,0.31889908916802295
3,2023,3,1,70,33,0.4874884235323737
3,2023,3,1,70,33,0.3818391073307139
3,2023,3,1,70,47,0.44477912549340487
3,2023,3,1,70,47,0.2878786516449824
0,2023,3,2,70,8,0.4687412895510579
0,2023,3,2,70,8,0.28239387863366217
3,2023,3,1,70,33,0.48524056574084906
3,2023,3,1,70,33,0.31889908916802295
3,2023,3,1,70,41,0.21324977296636308
3,2023,3,1,70,41,0.16829261713586952
3,2023,3,1,70,47,0.40634075725833285
3,2023,3,1,70,47,0.2791120062580361
3,2023,3,1,70,47,0.5234541481967685
3,2023,3,1,70,47,0.339129809291745
3,2023,3,1,70,69,0.6718127624373973
3,2023,3,1,70,69,0.43578769432730613
2,2023,3,1,25,16,0.09701079870883049
3,2023,3,1,70,33,0.32564266254259694
3,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,70,47,0.30316408462735017
3,2023,3,1,70,47,0.23572835088160984
2,2023,3,1,70,25,0.1907711950511163
2,2023,3,1,70,25,0.15705332817824613
2,2023,3,1,28,89,0.42880809588462204
2,2023,3,1,28,89,0.21948083476446947
3,2023,3,1,70,33,0.5279498637798179
3,2023,3,1,70,33,0.4011706843378261
2,2023,3,1,70,49,0.2806855067121034
2,2023,3,1,70,49,0.16829261713586952
3,2023,3,1,70,33,0.5504284416950647
3,2023,3,1,70,33,0.32564266254259694
3,2023,3,1,70,29,0.3481212404578437
3,2023,3,1,70,29,0.25820692879685664
3,2023,3,1,70,69,0.638265732756683
3,2023,3,1,70,69,0.4433247615022884
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.25820692879685664
3,2023,3,1,70,25,0.3368819515002203
3,2023,3,1,70,25,0.22673691971551113
3,2023,3,1,70,33,0.43803555211883083
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,47,0.3430635604269132
3,2023,3,1,70,47,0.22370231169695282
2,2023,3,1,70,47,0.3930783962883373
2,2023,3,1,70,47,0.30316408462735017
1,2023,3,1,70,47,0.43803555211883083
1,2023,3,1,70,47,0.31440337358497356
2,2023,3,2,70,62,0.1413183236375734
0,2023,3,1,70,13,0.12333546130537598
3,2023,3,1,25,47,0.09701079870883049
3,2023,3,1,25,47,0.07530098815828516
0,2023,3,1,70,33,0.17953190609349293
0,2023,3,1,70,33,0.13457475026299937
2,2023,3,1,70,33,0.26944621775448
2,2023,3,1,70,33,0.1907711950511163
3,2023,3,1,70,25,0.22448906192398646
3,2023,3,1,70,25,0.1907711950511163
3,2023,3,1,70,4,0.3926737818858628
3,2023,3,1,70,4,0.31184081570263544
3,2023,3,1,70,25,0.2919247956697268
3,2023,3,1,70,25,0.2256129908197488
0,2023,3,1,70,88,0.3368819515002203
0,2023,3,1,70,88,0.26944621775448
3,2023,3,1,70,69,0.5301977215713426
3,2023,3,1,70,69,0.39532625407986194
3,2023,3,1,70,47,0.5549241572781141
3,2023,3,1,70,47,0.3346340937086957
1,2023,3,1,70,31,0.3930783962883373
1,2023,3,1,70,31,0.3368819515002203
3,2023,3,1,70,47,0.4195244432056251
3,2023,3,1,70,47,0.29020743231700197
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,47,0.31440337358497356
3,2023,3,1,70,47,0.5212062904052439
3,2023,3,1,70,47,0.31440337358497356
0,2023,3,1,70,88,0.3368819515002203
0,2023,3,1,70,88,0.26944621775448
3,2023,3,1,70,25,0.16829261713586952
3,2023,3,1,70,25,0.14581403922062275
3,2023,3,1,70,33,0.31665123137649825
3,2023,3,1,70,33,0.15705332817824613
0,2023,3,1,70,25,0.13277646402977963
0,2023,3,1,70,25,0.11456881591842974
3,2023,3,1,70,69,0.37059981837309053
3,2023,3,1,70,69,0.2806855067121034
3,2023,3,1,70,25,0.45702995045721434
3,2023,3,1,70,25,0.3718361401584291
3,2023,3,1,70,69,0.26944621775448
3,2023,3,1,70,69,0.21324977296636308
2,2023,3,1,70,37,0.2919247956697268
2,2023,3,1,70,37,0.25820692879685664
3,2023,3,1,70,47,0.43803555211883083
3,2023,3,1,70,47,0.37059981837309053
3,2023,3,1,36,47,0.3734096406124964
3,2023,3,1,36,47,0.24415781759982738
3,2023,3,2,70,8,0.48793799509067864
3,2023,3,2,70,8,0.2941726534612515
3,2023,3,2,70,8,0.5729070196103114
3,2023,3,2,70,8,0.2941726534612515
3,2023,3,1,70,25,0.3337349505920858
3,2023,3,1,70,25,0.2143737018621254
3,2023,3,1,70,8,0.4492748410764542
3,2023,3,1,70,8,0.402069827454436
3,2023,3,1,12,69,0.24696763983923323
3,2023,3,1,12,69,0.2020104840087397
2,2023,3,1,70,25,0.398698040767149
2,2023,3,1,70,25,0.2615787154841437
3,2023,3,1,70,33,0.44500391127255734
3,2023,3,1,70,33,0.24584371094347088
2,2023,3,1,28,25,0.15236429682512567
2,2023,3,1,28,25,0.11138809714342232
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
0,2023,3,1,70,33,0.19684041108823294
0,2023,3,1,70,33,0.1273816053301204
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,33,0.2806855067121034
3,2023,3,1,12,47,0.5684113040272621
3,2023,3,1,12,47,0.41555697420358406
3,2023,3,1,70,47,0.37059981837309053
3,2023,3,1,70,47,0.2919247956697268
2,2023,3,1,70,31,0.36498017389427884
2,2023,3,1,70,31,0.22786084861127348
3,2023,3,1,70,47,0.42679626316120745
3,2023,3,1,70,47,0.3481212404578437
2,2023,3,1,70,33,0.31665123137649825
2,2023,3,1,70,33,0.15705332817824613
0,2022,3,2,54,33,0.12308370123272522
1,2023,3,1,70,33,0.631351322189953
1,2023,3,1,70,33,0.45377055665950355
3,2023,3,1,70,25,0.21324977296636308
3,2023,3,1,70,25,0.16829261713586952
3,2023,3,1,70,33,0.4902982457717796
3,2023,3,1,70,33,0.3899313953802027
1,2023,3,1,70,53,0.7824073657804114
1,2023,3,1,70,53,0.5488549412409974
2,2023,3,1,70,74,0.5054712858645711
2,2023,3,1,70,74,0.48299270794932436
3,2023,3,1,70,47,0.6567521152341819
3,2023,3,1,70,47,0.4339894080940864
2,2023,3,1,70,89,0.4605141300340776
2,2023,3,1,70,89,0.3296888065673414
3,2023,3,1,70,47,0.43803555211883083
3,2023,3,1,70,47,0.37059981837309053
3,2023,3,1,70,47,0.7011922637726248
3,2023,3,1,70,47,0.3722407545609035
3,2023,3,1,70,33,0.27618979112905406
3,2023,3,1,70,33,0.17166440382315654
0,2023,3,1,25,17,0.03670526987780645
3,2023,3,1,69,1,0.2312326352985605
3,2023,3,1,69,1,0.12333546130537598
2,2023,3,1,70,67,0.28967693787820215
2,2023,3,1,70,67,0.2671983599629554
3,2023,3,1,70,33,0.3734096406124964
3,2023,3,1,70,33,0.24415781759982738
3,2023,3,1,70,33,0.3593605294154671
3,2023,3,1,70,33,0.28585557963261016
3,2023,3,1,70,47,0.49423199690694775
3,2023,3,1,70,47,0.3818391073307139
3,2023,3,1,70,33,0.5054712858645711
3,2023,3,1,70,33,0.2683222888587177
3,2023,3,1,70,69,0.544808797216253
3,2023,3,1,70,69,0.3755451055144448
3,2023,3,1,70,25,0.3818391073307139
3,2023,3,1,70,25,0.31440337358497356
3,2023,3,1,70,25,0.3227204474136149
3,2023,3,1,70,25,0.27079493242939484
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.24696763983923323
3,2023,3,1,70,89,0.43803555211883083
3,2023,3,1,70,89,0.32564266254259694
0,2023,3,1,70,88,0.3481212404578437
0,2023,3,1,70,88,0.25820692879685664
3,2023,3,1,70,25,0.4043176852459607
3,2023,3,1,70,25,0.2587688932447378
3,2023,3,1,70,47,0.607299243820639
3,2023,3,1,70,47,0.3998219696629113
3,2023,3,1,70,31,0.37059981837309053
3,2023,3,1,70,31,0.26944621775448
2,2023,3,1,70,31,0.36498017389427884
2,2023,3,1,70,31,0.22786084861127348
3,2023,3,1,70,89,0.5504284416950647
3,2023,3,1,70,89,0.43803555211883083
2,2023,3,2,70,69,0.2919247956697268
3,2023,3,2,37,3,0.9411825530269654
3,2023,3,1,70,69,0.4740012767832257
3,2023,3,1,70,69,0.402069827454436
3,2023,3,1,70,33,0.3930783962883373
3,2023,3,1,70,33,0.3593605294154671
3,2023,3,1,70,47,0.40634075725833285
3,2023,3,1,70,47,0.2791120062580361
3,2023,3,1,70,33,0.31440337358497356
3,2023,3,1,70,33,0.25820692879685664
2,2023,3,1,70,33,0.3118520549915931
2,2023,3,1,70,33,0.24717444275605352
2,2023,3,1,70,69,0.2806855067121034
2,2023,3,1,70,69,0.1907711950511163
3,2023,3,1,70,47,0.3773433917476645
3,2023,3,1,70,47,0.28518122229515275
3,2023,3,1,70,25,0.45612855948281295
3,2023,3,1,70,25,0.2773137200248164
3,2023,3,1,70,4,0.3926737818858628
3,2023,3,1,70,4,0.31184081570263544
3,2023,3,1,70,33,0.36498017389427884
3,2023,3,1,70,33,0.22786084861127348
3,2023,3,1,70,47,0.607299243820639
3,2023,3,1,70,47,0.40094589855867363
2,2023,3,1,70,33,0.3247435194259871
2,2023,3,1,70,33,0.21774548854941242
1,2023,3,1,70,47,0.31440337358497356
1,2023,3,1,70,47,0.21324977296636308
3,2023,3,1,70,25,0.41555697420358406
3,2023,3,1,70,25,0.2020104840087397
3,2023,3,1,70,25,0.3337349505920858
3,2023,3,1,70,25,0.22853520594873086
2,2023,3,1,36,47,0.20555760360376563
2,2023,3,1,36,47,0.1693738367335929
2,2023,3,1,70,25,0.27618979112905406
2,2023,3,1,70,25,0.17953190609349293
2,2023,3,1,70,33,0.32789052033412164
2,2023,3,1,70,33,0.30316408462735017
3,2023,3,1,70,47,0.607299243820639
3,2023,3,1,70,47,0.40094589855867363
3,2023,3,1,70,74,0.48299270794932436
3,2023,3,1,70,74,0.37059981837309053
3,2023,3,1,70,25,0.2919247956697268
3,2023,3,1,70,25,0.2256129908197488
3,2023,3,1,70,25,0.21324977296636308
3,2023,3,1,70,25,0.16829261713586952
0,2023,3,0,29,9,0.004198998354568096
0,2023,3,1,20,7,0.08494879379950908
3,2023,3,1,12,33,0.3481212404578437
3,2023,3,1,12,33,0.31440337358497356
2,2023,3,1,70,25,0.3346340937086957
2,2023,3,1,70,25,0.3099076580019242
2,2023,3,1,28,47,0.1660222807664296
2,2023,3,1,28,47,0.10319240763552336
0,2023,3,1,70,47,0.41555697420358406
0,2023,3,1,70,47,0.25820692879685664
2,2023,3,1,28,47,0.17968026470773354
2,2023,3,1,28,47,0.10319240763552336
2,2023,3,1,28,47,0.23431444833074083
2,2023,3,1,28,47,0.15236429682512567
3,2023,3,1,70,33,0.32564266254259694
3,2023,3,1,70,33,0.23797620867313451
1,2023,3,1,70,33,0.5841463085679348
1,2023,3,1,70,33,0.5167105748221945
0,2023,3,2,14,47,0.2606638373629931
2,2022,3,1,20,47,0.15378494294936926
3,2023,3,1,70,33,0.3481212404578437
3,2023,3,1,70,33,0.2806855067121034
2,2023,3,1,70,33,0.15705332817824613
2,2023,3,1,70,33,0.12423460442198586
0,2023,3,1,70,25,0.17953190609349293
0,2023,3,1,70,25,0.15705332817824613
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
0,2023,3,1,70,33,0.19684041108823294
0,2023,3,1,70,33,0.1273816053301204
3,2022,3,2,36,64,0.375790122013721
2,2023,3,1,20,47,0.12354451207998779
2,2023,3,1,70,25,0.1761601194062059
2,2023,3,1,70,25,0.1064765278689409
3,2023,3,1,70,47,0.4403643327908504
3,2023,3,1,70,47,0.28973088646519873
3,2023,3,1,70,25,0.3593605294154671
3,2023,3,1,70,25,0.30316408462735017
0,2023,3,1,70,33,0.12783117688842535
0,2023,3,1,70,33,0.11883974572232664
3,2023,3,1,70,47,0.37509553395613987
3,2023,3,1,70,47,0.24696763983923323
0,2023,3,1,70,33,0.26944621775448
0,2023,3,1,70,33,0.1907711950511163
3,2023,3,1,70,33,0.3566631000656375
3,2023,3,1,70,33,0.2716940755460047
3,2023,3,1,70,47,0.5212062904052439
3,2023,3,1,70,47,0.31440337358497356
2,2023,3,1,70,33,0.1907711950511163
2,2023,3,1,70,33,0.1907711950511163
3,2023,3,1,70,33,0.3020401557315878
3,2023,3,1,70,33,0.23437963620669502
3,2023,3,1,12,47,0.5684113040272621
3,2023,3,1,12,47,0.41555697420358406
2,2023,3,1,70,33,0.31440337358497356
2,2023,3,1,70,33,0.25820692879685664
3,2023,3,2,70,33,0.45062355575136903
3,2023,3,2,70,33,0.22606256237805372
3,2023,3,1,70,33,0.5549241572781141
3,2023,3,1,70,33,0.27843764892057876
3,2023,3,1,70,47,0.5273834036163537
